product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Demon Armour,42619709,ARMS & ARMOUR,412128,486,274752,324,306128,361,605472.0,714,961632,1134
Greatsword ,42685862,ARMS & ARMOUR,362374,409,914352,1032,1379502,1557,1996158.0,2253,1206732,1362
Helm of Devil Command,42796714,ADVENTURING EQUIPMENT,153900,342,171450,381,193950,431,184500.0,410,159300,354
Brooch of Living Essence,42902661,JEWELRY,105096,453,80736,348,84912,366,74472.0,321,100224,432
Deck of Illusions,42919944,ADVENTURING EQUIPMENT,174348,522,128590,385,144622,433,94755.8,290,167334,501
Wand of Secrets,42920084,ARMS & ARMOUR,144144,364,150480,380,140976,356,163944.0,414,130284,329
Bucket and Rope,42928251,TOOLS & KITS,305140,418,300030,411,322660,442,317550.0,435,375220,514
Ioun Stone - Greater Absorption,42929610,ADVENTURING EQUIPMENT,393120,468,391440,466,341040,406,303240.0,361,362040,431
Mule,42930166,ANIMALS & TRANSPORTATION,272853,427,223011,349,284355,445,221094.0,346,247293,387
Camel,43004924,ANIMALS & TRANSPORTATION,16154,394,18081,441,21894,534,21566.0,526,18573,453
Lamp ,43106259,TOOLS & KITS,117216,444,96624,366,97416,369,97416.0,369,89232,338
Crystal Ball of Mind Reading,43111132,ADVENTURING EQUIPMENT,349197,501,277406,398,272527,391,261375.0,375,335954,482
Amulet of the Devout,43134762,ADVENTURING EQUIPMENT,77586,386,64119,319,79998,398,96279.0,479,79194,394
Rations (10 days) ,43160959,ADVENTURING EQUIPMENT,22932,441,18928,364,18096,348,19656.0,378,18044,347
Potion of Invulnerability,43169667,POTIONS & SCROLLS,90225,401,70200,312,82800,368,97200.0,432,83700,372
Javelin of Lightning,43180222,ARMS & ARMOUR,24053,359,34438,514,51054,762,114905.0,1715,97150,1450
Dust of Deliciousness,43184509,ADVENTURING EQUIPMENT,341360,502,295120,434,276760,407,269960.0,397,335240,493
Breastplate ,43242975,ARMS & ARMOUR,354200,460,300300,390,338800,440,491260.0,638,500500,650
Mace of Terror,43338564,ARMS & ARMOUR,482949,837,598926,1038,374473,649,376377.0999999999,676,467370,810
Playing card set,43344613,TOOLS & KITS,166348,364,191026,418,171375,375,165434.0,362,192854,422
Chain shirt ,43361969,ARMS & ARMOUR,475881,527,1138683,1261,880425,975,358491.0,397,374745,415
Guitar,43429579,MUSICAL INSTRUMENT,407687,419,371686,382,453418,466,426174.0,438,409633,421
Giant Slayer,43445549,ARMS & ARMOUR,414406,766,630265,1165,635134,1174,214777.0,397,202334,374
Amulet of the Drunkard,43454977,JEWELRY,8280,414,10140,507,8580,429,8480.0,424,9080,454
Helm of Devil Command,43467227,ADVENTURING EQUIPMENT,72924,354,92700,450,77250,375,86314.0,419,85078,413
Sealing wax ,43518215,TOOLS & KITS,56048,452,50220,405,52948,427,58528.0,472,47492,383
Grappling hook ,43581296,TOOLS & KITS,269952,456,201872,341,255744,432,230288.0,389,230288,389
Orb of Gonging,43597261,ADVENTURING EQUIPMENT,399900,516,323950,418,271250,350,263500.0,340,262725,339
Ioun Stone - Regeneration,43615467,ADVENTURING EQUIPMENT,301920,408,270840,366,334480,452,323380.0,437,330040,446
Ghost Lantern,43662007,ADVENTURING EQUIPMENT,17235,383,20655,459,19080,424,15417.0,351,19755,439
Orb,43698086,ADVENTURING EQUIPMENT,152056,458,116864,352,141432,426,122176.0,368,153384,462
Lantern of Tracking,43715376,ADVENTURING EQUIPMENT,123078,438,123640,440,105094,374,122516.0,436,117739,419
Sword of Life Stealing,43737386,ARMS & ARMOUR,39494,434,39767,437,36855,405,31968.3,359,42770,470
Wand,43749515,ADVENTURING EQUIPMENT,254670,390,301686,462,215490,330,223326.0,342,250099,383
Dulcimer,43790500,MUSICAL INSTRUMENT,456680,466,363580,371,390040,398,336140.0,343,478240,488
"Ram, portable ",43801581,TOOLS & KITS,56166,407,54372,394,57960,420,43884.0,318,64722,469
Seeker Dart,43831799,ARMS & ARMOUR,444198,733,867186,1431,655692,1082,237552.0,392,269064,444
Ring of Water Walking,44009643,JEWELRY,42291,333,67310,530,47498,374,61341.0,483,47117,371
Alchemist’s fire (flask) ,44036358,POTIONS & SCROLLS,190825,449,169150,398,171275,403,204425.0,481,181900,428
Jeweler’s tools ,44048471,TOOLS & KITS,305760,392,351780,451,425100,545,287820.0,369,372060,477
Dagger ,44055132,ARMS & ARMOUR,5408,676,7896,987,6512,814,6520.0,815,3400,425
Spyglass ,44062697,TOOLS & KITS,263446,314,344829,411,312108,372,303718.0,362,350702,418
Hellsteel Martial Ranged Weapon,44077641,ARMS & ARMOUR,99999,369,120866,446,115988,428,198914.0,734,107045,395
Toque,44085274,ADVENTURING EQUIPMENT,240975,405,234430,394,283815,477,301665.0,507,213010,358
Caltrops (bag of 20) ,44163084,TOOLS & KITS,351540,372,388395,411,345870,366,336420.0,356,356265,377
Cauldron of Rebirth,44177545,TOOLS & KITS,256221,343,288342,386,357066,478,280125.0,375,282366,378
Hunters Coat,44255694,ARMS & ARMOUR,81496,488,90848,544,63126,378,91733.1,556,95524,572
Saint Markovias Thighbone,44262073,ADVENTURING EQUIPMENT,218063,437,194610,390,170159,341,200099.0,401,182634,366
Potion of Poison,44380722,POTIONS & SCROLLS,109650,430,84405,331,123420,484,108196.5,437,87720,344
Chest ,44423454,ADVENTURING EQUIPMENT,305490,510,283327,473,267753,447,239001.0,399,241996,404
Feather Token (Bird),44425096,ADVENTURING EQUIPMENT,270718,427,240286,379,306222,483,288470.0,455,242188,382
Potion of Climbing,44433959,POTIONS & SCROLLS,254163,273,292334,314,404054,434,315609.0,339,365883,393
Necklace of Adaptation,44522998,JEWELRY,433862,481,314798,349,377938,419,336446.0,373,304876,338
Earth Elemental Essence Shard,44586141,ADVENTURING EQUIPMENT,26767,377,28471,401,27974,394,38198.0,538,31808,448
Mummy Rot Antidote,44628708,POTIONS & SCROLLS,470148,609,263252,341,314976,408,274832.0,356,347400,450
Pig,44698818,ANIMALS & TRANSPORTATION,382180,394,405460,418,380240,392,407400.0,420,418070,431
Manual of Quickness of Action,44775298,POTIONS & SCROLLS,31833,393,37908,468,24705,305,31428.0,388,38961,481
Wreath of the Prism,44792169,ADVENTURING EQUIPMENT,446512,473,364384,386,476720,505,280651.19999999995,300,417248,442
Whelm,44810708,ARMS & ARMOUR,527680,680,614592,792,289448,373,322816.0,416,343768,443
Glass Bottle (Crate),44819969,POTIONS & SCROLLS,230736,528,156446,358,154698,354,203642.0,466,189221,433
Potion of Heroism,44842591,POTIONS & SCROLLS,200334,346,297606,514,200334,346,243759.0,421,251865,435
Belt of Stone Giant Strength,44868442,ADVENTURING EQUIPMENT,345144,394,360036,411,377556,431,380184.0,434,333756,381
Navigator’s tools ,44886106,TOOLS & KITS,443520,495,394240,440,394240,440,337792.0,377,392448,438
Boots of False Tracks,44913482,ADVENTURING EQUIPMENT,169119,387,182666,418,187473,429,171304.0,392,164749,377
Serpent Scale Armour,44923534,ARMS & ARMOUR,260250,347,275250,367,314250,419,344250.0,459,267750,357
Candle of Invocation,44925640,ADVENTURING EQUIPMENT,371881,373,426716,428,467593,469,395809.0,397,402788,404
Fishing tackle ,44928891,TOOLS & KITS,101520,376,103950,385,93420,346,93690.0,347,127170,471
Shield +2,44942389,ARMS & ARMOUR,145024,352,188284,457,166448,404,192404.0,467,190756,463
"Clothes, Common ",44957220,ADVENTURING EQUIPMENT,221578,343,245480,380,242896,376,257754.0,399,310726,481
Plate Armour of Etherealness,44974044,ARMS & ARMOUR,44662,326,130013,949,104805,765,64390.0,470,52745,385
Boomerang +2,44988710,ARMS & ARMOUR,280641,417,285352,424,228147,339,275257.0,409,905185,1345
Gamblers Sword,44996172,ARMS & ARMOUR,293904,468,212264,338,405688,646,226080.0,360,203472,324
Belt of Stone Giant Strength,45096052,ADVENTURING EQUIPMENT,21206,461,20884,454,18814,409,18722.0,407,22632,492
Armblade,45105638,ARMS & ARMOUR,30720,480,25216,394,26624,416,34560.0,540,41664,651
Javelin (10),45125301,ARMS & ARMOUR,196470,370,263376,496,475245,895,782694.0,1474,424800,800
Wand of Polymorph,45147945,ARMS & ARMOUR,104195,455,69845,305,95264,416,87020.0,380,89081,389
Cow,45230100,ANIMALS & TRANSPORTATION,301340,494,270840,444,202520,332,247660.0,406,251930,413
Living Light Armour,45274736,ARMS & ARMOUR,70305,545,77529,601,84366,654,46698.0,362,50052,388
Radiance,45307398,ADVENTURING EQUIPMENT,94380,429,72380,329,103400,470,99220.0,451,68860,313
Pole (3m collapsable),45312903,TOOLS & KITS,303788,439,277492,401,240816,348,315552.0,456,271956,393
Ventilating Lungs,45343820,ADVENTURING EQUIPMENT,97458,439,86580,390,97680,440,81474.0,367,107004,482
Bronze Griffon of Wondrous Power,45363179,SUMMONING DEVICE,351956,421,315172,377,280060,335,336908.0,403,257488,308
Bloodaxe,45380660,ARMS & ARMOUR,235248,464,172380,340,219531,433,215982.0,426,228657,451
Pouch ,45416079,TOOLS & KITS,222740,370,193242,321,234178,389,251636.0,418,249830,415
Boomerang +3,45421764,ARMS & ARMOUR,61854,507,54046,443,51850,425,42456.0,348,50996,418
Wand of the War Mage +3,45461697,ARMS & ARMOUR,124456,376,159542,482,103272,312,478957.0,1447,416398,1258
Lightbringer,45532795,ARMS & ARMOUR,326162,362,340578,378,392836,436,377519.0,419,333370,370
Alchemist’s supplies ,45586123,TOOLS & KITS,232928,464,202306,403,203812,406,211342.0,421,201804,402
Circlet of Blasting,45597623,ADVENTURING EQUIPMENT,207152,428,167948,347,141812,293,205216.0,424,187308,387
Ersatz Eye,45598807,ADVENTURING EQUIPMENT,324244,412,358872,456,269941,343,320309.0,407,287255,365
Spell Scroll Level 3,45711175,POTIONS & SCROLLS,117564,404,125421,431,105633,363,151611.0,521,122220,420
Bag of Holding,45885021,ADVENTURING EQUIPMENT,419908,452,326079,351,388322,418,375316.0,404,386464,416
Boar,45909423,ANIMALS & TRANSPORTATION,321719,433,319490,430,326177,439,291256.0,392,260793,351
Rod of Absorption,45938551,ADVENTURING EQUIPMENT,252404,356,299907,423,229716,324,342447.0,483,261621,369
Half plate ,45977283,ARMS & ARMOUR,918532,1108,1307333,1577,607657,733,318336.0,384,302585,365
Crossbow bolts (100) ,46001495,ARMS & ARMOUR,655247,713,995277,1083,889592,968,698440.0,760,304189,331
Blackrazor,46020021,ARMS & ARMOUR,85514,506,100048,592,138749,821,84838.0,502,103090,610
"Crossbow, hand ",46103005,ARMS & ARMOUR,309096,424,307638,422,295974,406,299619.0,411,301077,413
Woodcarvers tools ,46161934,TOOLS & KITS,160920,360,196680,440,167625,375,194892.0,436,183270,410
Component pouch ,46189429,ADVENTURING EQUIPMENT,226083,403,261426,466,196911,351,227766.0,406,209814,374
Wooden staff (Druidic focus),46222194,ADVENTURING EQUIPMENT,131967,387,141515,415,141856,416,145948.0,428,109802,322
Shadowfell Shard,46251113,ADVENTURING EQUIPMENT,23322,338,41124,596,25668,372,28773.0,417,36087,523
"Rope, hempen (50 feet) ",46268431,TOOLS & KITS,120640,377,124800,390,113280,354,119040.0,372,127680,399
Loadstone,46353299,ADVENTURING EQUIPMENT,191520,380,191520,380,187992,373,171360.0,340,172872,343
Dwarven Plate,46354044,ARMS & ARMOUR,45372,597,82384,1084,67868,893,32224.0,424,28120,370
Rope of Entanglement,46398806,ADVENTURING EQUIPMENT,880,440,846,423,826,413,660.1999999999998,339,888,444
Belt of Dwarvenkind,46494018,ADVENTURING EQUIPMENT,376550,425,287950,325,406674,459,262256.0,296,326934,369
Rings of Shared Suffering,46538325,JEWELRY,366276,466,338766,431,304182,387,279894.6,369,283746,361
Robe of Eyes,46566226,ADVENTURING EQUIPMENT,415336,538,279464,362,264024,342,264332.79999999993,359,274832,356
War pick ,46594046,ARMS & ARMOUR,35404,334,73352,692,47382,447,35722.0,337,36146,341
Serpentine Owl of Wondrous Power,46645008,SUMMONING DEVICE,38295,345,47508,428,43845,395,39294.0,354,46842,422
Whetstone (set of 20),46686553,TOOLS & KITS,358245,419,422370,494,321480,376,377055.0,441,320625,375
Military Saddle,46731619,ANIMALS & TRANSPORTATION,169048,452,136136,364,139876,374,134640.0,360,133518,357
Ioun Stone - Supreme Intellect,46734893,ADVENTURING EQUIPMENT,23904,332,25992,361,25776,358,33120.0,460,39096,543
Wand,46779609,ADVENTURING EQUIPMENT,196213,437,184988,412,180947,403,173314.0,386,214622,478
Amulet of Protection from Turning,46834939,JEWELRY,379176,427,404040,455,364080,410,342768.0,386,364968,411
Scimitar of Speed,46998866,ARMS & ARMOUR,374806,386,502007,517,448602,462,310720.0,320,423356,436
Ioun Stone - Historical Knowledge,47025170,ADVENTURING EQUIPMENT,91371,399,93203,407,85875,375,103737.0,453,87936,384
Bead of Force,47031262,ADVENTURING EQUIPMENT,233781,447,201878,386,202924,388,150048.69999999998,295,236396,452
Imbued Wood Focus,47037097,ADVENTURING EQUIPMENT,251650,350,273220,380,314922,438,342963.0,477,334335,465
Glassblower’s tools ,47038702,TOOLS & KITS,147735,441,141370,422,148405,443,129310.0,386,115575,345
"Pot, iron ",47106146,TOOLS & KITS,432662,454,359281,377,328785,345,300195.0,315,452675,475
Boomerang +2,47187271,ARMS & ARMOUR,19208,343,21896,391,21112,377,24696.0,441,73752,1317
Peregrine Mask,47326272,ADVENTURING EQUIPMENT,249054,403,237930,385,189726,307,297258.0,481,213828,346
Whetstone (set of 20),47331153,TOOLS & KITS,98644,364,107045,395,86720,320,89159.0,329,106774,394
Potion of Diminution,47395734,POTIONS & SCROLLS,82800,400,68724,332,78867,381,61893.0,299,101637,491
Sentinel Shield,47398648,ARMS & ARMOUR,179196,411,180068,413,274680,630,282528.0,648,286452,657
Orb of Time,47466958,ADVENTURING EQUIPMENT,323244,369,313608,358,183084,209,399456.0,456,379308,433
Viol,47525864,MUSICAL INSTRUMENT,433521,453,386628,404,342606,358,387585.0,405,304326,318
Hewards Handy Spice Pouch,47703432,ADVENTURING EQUIPMENT,273455,455,222370,370,217562,362,223572.0,372,228380,380
Brooch of Shielding,47728572,JEWELRY,113880,390,97236,333,138992,476,108916.0,373,86724,297
Duplicitous Manuscript,47730864,POTIONS & SCROLLS,142029,367,134289,347,157509,407,165636.0,428,167184,432
Rod of Retribution,47741596,ADVENTURING EQUIPMENT,97836,372,96258,366,116246,442,94154.0,358,113090,430
Devotees Censer,47764133,ARMS & ARMOUR,25976,382,25092,369,28288,416,94316.0,1387,95540,1405
Glamoured Studded Leather,47800866,ARMS & ARMOUR,43200,360,51240,427,35640,297,49080.0,409,44760,373
Piton (set of 10),47889947,TOOLS & KITS,296112,398,292392,393,362328,487,283464.0,381,298344,401
Manual of Bodily Health,47937772,POTIONS & SCROLLS,222045,393,251990,446,230520,408,202270.0,358,235040,416
Hew,47959232,ARMS & ARMOUR,138159,387,144942,406,178500,500,124950.0,350,168861,473
Hourglass ,48044829,TOOLS & KITS,288288,364,321552,406,246312,311,280368.0,354,301752,381
Scroll of Protection (Plants),48092575,POTIONS & SCROLLS,315350,425,316834,427,186984,252,257474.0,347,232988,314
Flask or tankard (Set of 24),48165051,TOOLS & KITS,316844,379,433884,519,322696,386,409640.0,490,269192,322
Painter’s supplies ,48172669,TOOLS & KITS,387440,464,438375,525,325650,390,357380.0,428,313960,376
Climbers kit ,48274282,TOOLS & KITS,216522,414,206062,394,229074,438,227505.0,435,229597,439
Wand of Fear,48322442,ARMS & ARMOUR,258426,441,232056,396,266630,455,224027.8,394,295344,504
Horn of Blasting,48341310,ADVENTURING EQUIPMENT,92672,362,112640,440,67584,264,114688.0,448,109568,428
Flute,48349142,MUSICAL INSTRUMENT,152862,438,130875,375,144835,415,135063.0,387,159144,456
Blast Scepter,48427508,ARMS & ARMOUR,317454,674,546831,1161,728166,1546,425313.0,903,331584,704
Bowl of Commanding Water Elementals,48510382,SUMMONING DEVICE,327964,364,282013,313,346885,385,379321.0,421,426173,473
Carpenter’s tools ,48549517,TOOLS & KITS,43384,493,29040,330,37312,424,33880.0,385,36432,414
Spell Scroll Level 2,48601742,POTIONS & SCROLLS,131456,316,132704,319,177632,427,146848.0,353,167232,402
Flame Tongue,48666330,ARMS & ARMOUR,348799,407,307663,359,354798,414,551051.0,643,265670,310
Pike,48732347,ARMS & ARMOUR,13354,1214,25729,2339,16049,1459,4851.0,441,3586,326
Weapon +2,48747215,ARMS & ARMOUR,236744,404,703786,1201,546152,932,372696.0,636,171112,292
Reincarnation Dust,48806204,SUMMONING DEVICE,213443,461,220851,477,195386,422,221777.0,479,178255,385
Ring of Temporal Salvation,48810689,JEWELRY,314080,416,348055,461,306530,406,364438.5,497,333710,442
Drake,48825475,ANIMALS & TRANSPORTATION,282800,404,379400,542,311500,445,245000.0,350,381500,545
Opal of the Ild Rune,48854858,ADVENTURING EQUIPMENT,102172,356,119392,416,109634,382,95284.0,332,101311,353
Rakdos Riteknife,48914825,ARMS & ARMOUR,323328,384,363744,432,310698,369,346904.0,412,371322,441
Lute,48924388,MUSICAL INSTRUMENT,227420,332,247285,361,277425,405,196595.0,287,267150,390
Robe of Serpents,48935202,ADVENTURING EQUIPMENT,428386,518,282007,341,315914,382,273075.4,344,335762,406
Gauntlets of Flaming Fury,48945219,ADVENTURING EQUIPMENT,115360,412,117320,419,92120,329,102760.0,367,114520,409
Splint mail,48955385,ARMS & ARMOUR,172032,336,235008,459,413696,808,951296.0,1858,1150976,2248
Battle Standard of Infernal Power,48974751,ADVENTURING EQUIPMENT,247324,308,358941,447,273020,340,313170.0,390,323609,403
Brewer’s supplies ,49009054,TOOLS & KITS,93654,387,88330,365,83006,343,93654.0,387,105996,438
Spellguard Shield,49039603,ARMS & ARMOUR,290194,373,295640,380,276968,356,345820.99999999994,457,348544,448
Greataxe ,49052951,ARMS & ARMOUR,27264,426,23616,369,25472,398,32960.0,515,40064,626
"Crossbow, hand ",49076771,ARMS & ARMOUR,110208,336,131200,400,143336,437,105944.0,323,117096,357
Wand of Conducting,49100539,ADVENTURING EQUIPMENT,64156,373,78948,459,68628,399,64844.0,377,77056,448
Hewards Handy Haversack,49186039,ADVENTURING EQUIPMENT,133802,449,102512,344,120988,406,144530.0,485,106684,358
Lifewell Tattoo Enchantment,49201363,POTIONS & SCROLLS,48480,303,67840,424,74560,466,51520.0,322,61440,384
Robe of Useful Items,49233803,ADVENTURING EQUIPMENT,277711,409,255304,376,285859,421,207095.0,305,254625,375
Coin of Delving,49240372,ADVENTURING EQUIPMENT,407253,451,371133,411,404544,448,316953.0,351,333207,369
Hat of Disguise,49292179,ADVENTURING EQUIPMENT,282726,417,278658,411,312558,461,274590.0,405,263064,388
Armour of Fire Resistance,49358197,ARMS & ARMOUR,217948,412,187795,355,253920,480,215832.0,408,264500,500
Ring of Jumping,49513301,JEWELRY,182988,391,174564,373,187668,401,201708.0,431,201240,430
Dagger of Blindsight,49667022,ARMS & ARMOUR,162432,423,177792,463,179328,467,183859.19999999998,489,139008,362
Lost Crown of Besilmer,49675238,ADVENTURING EQUIPMENT,394825,425,390180,420,438488,472,392038.0,422,326079,351
Armour of Thunder vulnerability,49762574,ARMS & ARMOUR,306033,413,283062,382,308997,417,305662.5,420,296400,400
Cli lyre,49825577,MUSICAL INSTRUMENT,494700,510,440380,454,325920,336,443290.0,457,379270,391
Chest ,49837331,ADVENTURING EQUIPMENT,129940,356,163520,448,140525,385,173740.0,476,133590,366
Armblade,49853513,ARMS & ARMOUR,388000,400,422920,436,416130,429,517010.0,533,482090,497
Tambourine,49887383,MUSICAL INSTRUMENT,279278,311,378058,421,421162,469,332260.0,370,383446,427
Boar,49949289,ANIMALS & TRANSPORTATION,235218,398,278361,471,247629,419,270087.0,457,225171,381
Ear Worm,49965213,ADVENTURING EQUIPMENT,202530,430,193581,411,162024,344,210066.0,446,136590,290
Wand of Viscid Globs,50024270,ARMS & ARMOUR,306771,349,310287,353,494877,563,1544842.5,1807,1395852,1588
Skyblinder Staff,50059836,ARMS & ARMOUR,475000,475,358000,358,279000,279,393000.0,393,366000,366
"Crossbow, heavy ",50072144,ARMS & ARMOUR,183870,810,229270,1010,255829,1127,199987.0,881,73321,323
Cursed Luckstone,50099389,ADVENTURING EQUIPMENT,327762,393,332766,399,361956,434,361122.0,433,318588,382
Blade of the Medusa,50181311,ARMS & ARMOUR,372910,445,299166,357,384642,459,382128.0,456,215366,257
Plate Armour of Etherealness,50205089,ARMS & ARMOUR,284876,458,687932,1106,502576,808,271814.0,437,289852,466
Orb of Time,50379966,ADVENTURING EQUIPMENT,114345,363,127575,405,152460,484,138600.0,440,145530,462
Pipes of Haunting,50532165,MUSICAL INSTRUMENT,296102,314,299874,318,434723,461,376257.0,399,388516,412
